NU_MATRICULA,DT_NASCIMENTO,PERIODO_INGRESSO,TIPO_INGRESSO,PERIODO_LETIVO,CAMPUS,CD_INEP,CURSO,CARGA_HORARIA_CURSO,TURNO,MODALIDADE,COTAS,ESCOLA_PUBLICA,BLS_ASSIST,DS_TP_SIT_ACAD,MONIT_PROACAD,SEXO,COR,NACIONALIDADE,CIDADE_NAT,UF_NAT,DEFIC,SURDEZ,AUDITIVA,FISICA,SURDOCEGUEIRA,MULTIPLA,INTELECTUAL,AUTISMO,SINDR_ASPERGER,SINDR_RETT,TRANST_DESINT,ALT_HAB_SUPERD,MOB_ACAD,TIPO_MOB_ACAD,IES_DEST,TIPO_MOB_ACAD_INTERNAC,PAIS_DEST
200923241,01/11/1995,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,LAGOA DO OURO,PE,SIM,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923248,06/06/1999,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,1192307,EDUCAÇÃO FÍSICA - BACHARELADO,3255,INTEGRAL,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923253,18/12/1998,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13577,FILOSOFIA-LICENCIATURA,2910,TARDE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PRETA,BRA,CASTANHAL,PA,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923262,08/11/1994,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13575,CIÊNCIAS SOCIAIS - BACHARELADO,2370,TARDE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923264,02/09/2000,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13585,ENGENHARIA ELETRÔNICA,3660,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,CONCEIÇAO DO COITE,BA,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923265,09/07/1994,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,58852,CIÊNCIAS BIOLÓGICAS- ÊNFASE C. AMBIENTAIS,2880,TARDE/NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923266,15/09/1997,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13588,ENGENHARIA QUÍMICA,3885,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923272,22/02/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,117390,ARQUEOLOGIA,2940,INTEGRAL,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,PAUDALHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923273,17/06/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,117378,CIÊNCIA POLÍTICA,2520,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923285,23/01/2000,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13581,SERVIÇO SOCIAL,3100,TARDE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923287,21/06/2000,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13573,CIÊNCIAS CONTABEIS,3000,TARDE,PRESENCIAL,L1,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,AMARELA,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923297,25/05/1996,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,L5,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,GOIANA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923301,29/09/1996,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923312,17/03/1999,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13594,ESTATÍSTICA,2580,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,SAO JOSE DO EGITO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923314,13/10/2000,2018.1,SISU,2019.2,AGRESTE,101086,CIÊNCIAS ECONÔMICAS - CAA,3000,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,PAUDALHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923326,02/11/1999,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13572,ADMINISTRAÇÃO,3030,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923333,10/03/1984,2018.1,SISU,2019.1,VITORIA,5000731,EDUCAÇÃO FÍSICA-BACHARELADO-CAV,3375,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,LIMOEIRO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923333,10/03/1984,2018.1,SISU,2019.2,VITORIA,5000731,EDUCAÇÃO FÍSICA-BACHARELADO-CAV,3375,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,LIMOEIRO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923343,03/11/1999,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,1136141,ENGENHARIA DE MATERIAIS,3705,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,JOAO PESSOA,PB,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923347,21/03/2000,2018.2,SISU,2019.1,VITORIA,5000731,EDUCAÇÃO FÍSICA-BACHARELADO-CAV,3375,MANHA,PRESENCIAL,L5,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923347,21/03/2000,2018.2,SISU,2019.2,VITORIA,5000731,EDUCAÇÃO FÍSICA-BACHARELADO-CAV,3375,MANHA,PRESENCIAL,L5,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923352,12/09/2000,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923357,03/11/1979,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13581,SERVIÇO SOCIAL,3100,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,OLINDA,PE,SIM,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923361,15/07/1992,2018.2,SISU,2019.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923363,11/02/1990,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13601,MEDICINA,7000,INTEGRAL,PRESENCIAL,L2,NÃO INFORMADO,NÃO,TRANCAMENTO,SIM,M,PRETA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923367,23/12/1999,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,L5,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923372,02/02/2001,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,CABO DE SANTO AGOSTINHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923372,02/02/2001,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,CABO DE SANTO AGOSTINHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923374,20/05/1997,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,MANHA,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923375,17/03/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,5000630,ABI - ENGENHARIA,645,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923379,13/04/1999,2018.1,SISU,2019.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923379,13/04/1999,2018.1,SISU,2019.2,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923381,04/05/2001,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13575,CIÊNCIAS SOCIAIS - BACHARELADO,2370,TARDE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923386,18/04/2001,2018.2,SISU,2019.2,REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÇÃO,4065,INTEGRAL,PRESENCIAL,L1,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,SANTA MARIA DO CAMBUCA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923396,12/07/2000,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923406,17/05/1998,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,80088,DESIGN,3120,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923407,23/10/1997,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13582,SECRETARIADO EXECUTIVO,2190,NOITE,PRESENCIAL,L1,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923438,06/02/1998,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,5000630,ABI - ENGENHARIA,645,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923488,28/09/1978,2018.1,SUB-JUDICE,2019.2,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,PRETA,BRA,RECIFE,PE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923490,22/08/2000,2018.2,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13595,CIÊNCIA DA COMPUTAÇÃO - CIN,3495,INTEGRAL,PRESENCIAL,L5,NÃO INFORMADO,NÃO,TRANCAMENTO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923494,21/02/1999,2018.2,SISU,2019.2,REITOR JOAQUIM AMAZONAS,44992,CIÊNCIAS BIOLÓGICAS - BACHARELADO,2835,INTEGRAL,PRESENCIAL,L5,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,CABO DE SANTO AGOSTINHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923521,19/07/2000,2018.1,SISU,2019.1,VITORIA,1189922,SAÚDE COLETIVA - CAV,3000,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923530,01/03/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,117386,GESTÃO DA INFORMAÇÃO,2790,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,CAMPINAS,SP,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923545,27/09/1999,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13579,HISTÓRIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923557,10/06/1996,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,RECIFE,PE,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923568,16/08/1997,2018.1,SISU,2019.2,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,L2,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,CACHOEIRINHA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923574,25/07/1975,2018.2,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923577,28/10/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,1188497,ENGENHARIA NAVAL,3945,INTEGRAL,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923590,26/04/1988,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13576,DIREITO,3300,NOITE,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923595,19/05/1993,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,313579,HISTÓRIA - BACHARELADO,2430,TARDE,PRESENCIAL,L1,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923602,02/06/1994,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13590,GEOLOGIA,3480,INTEGRAL,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,CAMARAGIBE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923603,03/08/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3975,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923603,03/08/2000,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,1192306,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,3975,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923604,05/12/1999,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923604,05/12/1999,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13586,ENGENHARIA MECÂNICA,3690,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923625,02/09/1999,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,44978,LETRAS ESPANHOL - LICENCIATURA,3150,MANHA,PRESENCIAL,L2,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923630,02/03/1991,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13583,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,3870,NOITE,PRESENCIAL,L2,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,VITORIA DE SANTO ANTAO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923632,07/05/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,117382,ENGENHARIA DE ALIMENTOS,3855,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,VITORIA DE SANTO ANTAO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923642,20/09/1998,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13580,PEDAGOGIA,3210,NOITE,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923654,26/02/1999,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13595,CIÊNCIA DA COMPUTAÇÃO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,FORTALEZA,CE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923654,26/02/1999,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13595,CIÊNCIA DA COMPUTAÇÃO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,FORTALEZA,CE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923655,03/04/1995,2018.2,SISU,2019.2,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,L6,NÃO INFORMADO,NÃO,TRANCAMENTO,SIM,M,PRETA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923657,15/05/2000,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13611,ODONTOLOGIA,3870,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923657,15/05/2000,2018.1,SISU,2019.2,REITOR JOAQUIM AMAZONAS,13611,ODONTOLOGIA,3870,INTEGRAL,PRESENCIAL,AC,NÃO INFORMADO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923660,04/10/1990,2018.2,SISU,2019.1,REITOR JOAQUIM AMAZONAS,80088,DESIGN,3120,INTEGRAL,PRESENCIAL,L5,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,CAETE,MG,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200923667,02/10/1981,2018.1,SISU,2019.1,REITOR JOAQUIM AMAZONAS,13617,FÍSICA - LICENCIATURA,2530,NOITE,PRESENCIAL,L6,NÃO INFORMADO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
